sample_id,source_dataset,target_split,annotation_type,label,original_text,perturbed_text,perturbation_types,random_seed,naturalness_1_to_5,semantic_preservation_yes_no,label_preservation_yes_no,reviewer_notes
sv_e178960fb54f272a9906f39d,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"thử lần cuối , không được thì đừng liên lạc nữa","thử lần cuối , không đc thì đừng liiên lac nữa","[""abbreviation_clipping"", ""diacritic_variation"", ""expressive_lengthening""]",b93b493ea5a4af17,,,,
sv_5d5409a97f9aad93a3d00b02,uitnlp/vihsd,validation,human,CLEAN,Tội anh be🤣,Tộiiii anh be🤣,"[""expressive_lengthening""]",a079e674b9e0c51e,,,,
sv_1ebadee706065bf55b8fbc34,uitnlp/vihsd,train,human,CLEAN,"Anh ơi khỏi xin lỗi, em đổi bỉm lấy dao của anh nè!!","Anh ơi khỏi xin lỗi, em đổi bỉm lấy dao củaaaa anh nè!!","[""expressive_lengthening""]",00104444f0134c1b,,,,
sv_7557af4560ae8e9ab837cdec,uitnlp/vihsd,train,human,CLEAN,Trần Thanh Hà Idol của con gái c lun,Trn Thanh Hà IIIIdol của con gái c lun,"[""expressive_lengthening"", ""typographical_noise""]",7693562bde303462,,,,
sv_78d667e9472faa46e2e74ba0,uitnlp/vihsd,train,human,CLEAN,Nghe giang hồ kêu thuốc lào thanh hóa bao phê luôn.,Nghe giang hồ kêu thuuốc lào thanh hóa baaaao p.hê luôn.,"[""typographical_noise"", ""surface_obfuscation"", ""expressive_lengthening""]",02e9b12e8ce8a672,,,,
sv_b08dbcb88a68597bd9d34a16,uitnlp/vihsd,train,human,CLEAN,Bị mất chút đỉnh + bị xin tiền thôi chứ mất hết sao được,Bị mất chút đỉỉỉnh + bị xin tiền thui chứ mất hết sao đưc,"[""typographical_noise"", ""phonetic_spelling"", ""expressive_lengthening""]",b1ded2b86b1bbc4d,,,,
sv_2eae7a26fe718d1611614dd7,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Là ny thì phải đón, nó thể hiện sự quan tâm của mình trừ khi quá bận thôi. Còn là gái đang tán thì tự đi grab về, nhingx nhẽo -> cút","Là ny thì phải đón, nó thể hiện sự quan tâm của mình trừừ khi quá bận thôi. Còn là gá~i đang tán thì tự đigrab về, nhingx nhẽo -> cút","[""expressive_lengthening"", ""surface_obfuscation"", ""boundary_variation""]",ca2a31f61d096d16,,,,
sv_56f889a47f1e6ac4056c63b2,tarudesu/VOZ-HSD,train,weak_ai,HATE,Đm bài báo chó chết. Đéo tên đéo địa điểm đéo bệnh viện Lều báo súc vật,Đm b_ài báo chó chết. Đéo tên đéo địađiểm đéo bệh viện Lều báo súc vật,"[""typographical_noise"", ""surface_obfuscation"", ""boundary_variation""]",359f0ce92ee47072,,,,
sv_33dff89547e20dc78126ecc7,tarudesu/VOZ-HSD,train,weak_ai,HATE,chuẩn rồi cty mình uống chúng nó uống hết còn đéo bóp chúng nó lấy 2 tay vặn như vặn cổ chày rồi cười khẩy đm n cậy đô cao khịa vc,chuẩn rồi cty mình uống chúng nóóóó uống hết còn đéo bóp chúng nó lấy 2 tay vặn như vặn cổ chày rồi cười khẩy đm n cậy đô cao khịa vc,"[""expressive_lengthening""]",8f6936b088544e3b,,,,
sv_12e75a075326b4f03d9ea6a3,tarudesu/VOZ-HSD,train,weak_ai,HATE,"mưa thì mưa mẹ đi , sấm chớp cái đ gì k biết đi làm công ty , luật nó bắt đóng thì đóng thôi. chứ thiết tha đéo gì khi đóng cho các ông","mưa thì mưa mẹ đi , sấm chớp cai đ gì k biết đi làm công ty , luật nó bắt đóng thì đóng thôi. chứ thiết tha đéo gì khi đóng cho các ông","[""diacritic_variation""]",af9dbe99e627087a,,,,
sv_614c4fbb693361d905cf67fd,uitnlp/vihsd,train,human,CLEAN,Hãng hàng kem đanhs răng PS xin trân trọng tài trợ răng trắng sáng,Hãng hàng kem đanhs răng PS xin trân trọng tài trợ rang trrắn.g sáng,"[""surface_obfuscation"", ""diacritic_variation"", ""typographical_noise""]",510f379c9a169d3b,,,,
sv_3e34374e4ab9aa95e9871982,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"dùng viettel đây, nhiều site nước ngoài không vào được chứ không phải mỗi youtube với fb","dung viettel đây, nhiều site nước ngoài kông vào được chứ k phải mỗi youtube với fb","[""diacritic_variation"", ""typographical_noise"", ""abbreviation_clipping""]",32404af6e02bff9a,,,,
sv_1acb194660efdf6ceffbd9a7,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Cám ơn thím, em cũng nghĩ chuyện cực như chó kèm thêm bỏ việc đang làm hiện tại để đi cũng hơi mạo hiểm nên vẫn đang suy nghĩ. Số tiền hiện có cũng tạm lo cho tương lai thôi thím. Không được hạng trung lưu đâu. Toàn bị vozer chửi loser thôi.","Cám ơn thím, em cũng nghĩ chu yện cực như chó kèm thêm bỏ việc đang làm hiện tại để đi cũng hơi mạo hiểm nên vẫn đang suy nghĩ. Số tiền hiện có cũng tạm lo cho tương lai thôi thím. Không đc hạng trung lưu đâu. Toàn bị vozer chửi loser thôi.","[""abbreviation_clipping"", ""boundary_variation""]",d039734b5da29d6b,,,,
sv_70a35e322b5caa42be3e13fe,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Lửng lơ ). Mấy ng thích xe to mà tiền vừa vừa lấy con này ổn áp :v. Đợi hoàn thiện là ngon hehe,Lửg lơ ). Mấy ng thích xe to mà tiền vừa vua lấy con này ổn áp :v. Đợi hoàn thiệ~n là ngon hehe,"[""surface_obfuscation"", ""diacritic_variation"", ""typographical_noise""]",8a2546e480149fca,,,,
sv_1743372451cdce7d5659d0a0,uitnlp/vihsd,train,human,CLEAN,10 lên nghe chị gáy tới 2h sáng lun ei,10 lên nghe chị gáyyy tới 2h sng lun ei,"[""expressive_lengthening"", ""typographical_noise""]",87c5511d493b3341,,,,
sv_710cb7ebfbc080b157c01482,uitnlp/vihsd,train,human,CLEAN,Đau đầu vl :)),Đau đầuuuu vl :)),"[""expressive_lengthening""]",b5a0c13f8c1f2d8e,,,,
sv_654e95777138c85792491548,tarudesu/VOZ-HSD,train,weak_ai,HATE,Lòi ra ngu thế 3 môn 3 đ sao Trường xét đậu TN dc để thi? Móc lại học bạ… cả trường ăn cút theo…nên nói nó sai từ đầu của cả 2,Lòi ra nguuu rứa 3 môn 3 đ sao Trường xét đậu TN dc để thi? Móc lại hoc bạ… cả trường ăn cút theo…nên nói nó sai từ đầu của cả 2,"[""dialectal_writing"", ""diacritic_variation"", ""expressive_lengthening""]",f31261ccaaa78ae2,,,,
sv_5e3b11b17baf817a0bc2a62b,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Em Min ra bài mới cái thành trend luôn à?,Em Min ra bài mới c.ái thành trend luôôn à?,"[""expressive_lengthening"", ""surface_obfuscation""]",2327c422276be44b,,,,
sv_612583d2177645e5a0700286,tarudesu/VOZ-HSD,train,weak_ai,HATE,Cái tên phèn chết mẹ,Cái têêêên phèn chết mẹ,"[""expressive_lengthening""]",3c1b5884642b51fe,,,,
sv_c2d1318bb301c1ad3536f971,tarudesu/VOZ-HSD,train,weak_ai,HATE,Con mang này cách đây 15 năm bố mẹ đi làm rẫy còn đập được 1 con về thịt. Giờ thì vào rừng đéo có lấy 1 tiếng chim kêu. Bọn người Mông đi tới đâu tận diệt tới đấy,Con mang này ccáh đây 15 năm bố mẹ đi làm rẫẫy còn đập được 1 con về thịt. Giờ thì vào rừng đéo có lấy 1 tiếngchim kêu. Bọn người Mông đi tới đâu tận diệt tới đấy,"[""expressive_lengthening"", ""boundary_variation"", ""typographical_noise""]",de048459f1452eb2,,,,
sv_4140176a5becdff4f2a0ba37,uitnlp/vihsd,train,human,CLEAN,"Chất , cái gì cũng phải có thơ có vần","Chất , cái gì cũng fải cóóóó thơ có vần","[""expressive_lengthening"", ""intentional_spelling""]",5da3a782e1851494,,,,
sv_6ef5458bb99f7a7888e3c400,uitnlp/vihsd,validation,human,CLEAN,Lường Văn Đức như mai thúy ấy,Lường Văn Đức như mai thúúúúy ấy,"[""expressive_lengthening""]",e4303e50915801c3,,,,
sv_0820cb0854f935836846b100,tarudesu/VOZ-HSD,train,weak_ai,HATE,"có th` lo`n bạn chuyên môn ép rượu, éo biết thể hiện gì","có th` lo`n bạn chu yên môn ép rượu, éo biếếếết thể hi.ện gì","[""expressive_lengthening"", ""surface_obfuscation"", ""boundary_variation""]",687ebfb1558643a6,,,,
sv_78aa15ef6bdb767d175bcc56,uitnlp/vihsd,train,human,HATE,Cường Sirô Khắc Đông Lào 🙂,Cường Sirô Khắc Đôôôông Lào 🙂,"[""expressive_lengthening""]",f15bec7e817c388c,,,,
sv_b72ec8b25f4cab902eef35f4,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Làm nghề gì vậy thím, giống mình quá.","Làm ngềh gì vậythím, giống mình quá.","[""typographical_noise"", ""boundary_variation""]",43919c327f33fe71,,,,
sv_9cc365e90253e97725e65759,uitnlp/vihsd,validation,human,CLEAN,Anh em đón Tết Corona thế nào rồi :)),Anh em đón Tết Corona rứa nào rồi :)),"[""dialectal_writing""]",5eeac07db6bd1cf6,,,,
sv_6f0e4c3ea9291687615d22d1,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Vụ đá đà nẵng ấy.,Vu đá đànẵng ấy.,"[""boundary_variation"", ""diacritic_variation""]",f0dab1cd6d631330,,,,
sv_3d7c21bbb32e3222d343ab8d,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"Như tít Biết đâu chúng ta là những pro, chẳng qua ngoại cảnh có các yếu tố phong ấn năng lực nên phải làm normie","Như tít Bt mô chúng ta là những pro, chẳng qua ngoại cảnh có các yếu tố phong ấn năng lực nên phải làm norie","[""typographical_noise"", ""dialectal_writing"", ""abbreviation_clipping""]",636dc0498121de7e,,,,
sv_68ef8611b9cc60dcaeb87a87,uitnlp/vihsd,train,human,CLEAN,ghê tặng cả Durex genr boii trơn nữa😌,ghêêêê tặng cả Durex genr boii trơn nữa😌,"[""expressive_lengthening""]",dbebe2840ecfa247,,,,
sv_5fef507949b875e97160fc60,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Này thi chắc thắt lộn & rụng mất 2 trứng cút mới bị thế,Này thichắc th.ắt lộn & rụng mất 2 trứng cút mới bị rứa,"[""dialectal_writing"", ""boundary_variation"", ""surface_obfuscation""]",99ee72e991e234f9,,,,
sv_eef6ec1c98ef3e8f7e14883a,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Qua lắm tiền vãi, đời chỉ thế là cùng Còn thằng ngu nào bảo qua đi mua cái ấn kia làm cc gì, tiền mình mình tiêu, mua về đc cái danh hão chứ làm cc gì","Qua lắm tiền vãi, đời chỉ thế là cùng Còn thằng ngu nao bảo qua đi mua cái ấn kia làm cc gì, tiền mk mình tiêu, mua về đc cái danh hão chứ làm cc gì","[""abbreviation_clipping"", ""diacritic_variation""]",c161c7a7e921283d,,,,
sv_e37b574b4f5af979b6421960,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,quan trọng là cảm giác đẻ từ vợ nó ra thôi. Mà giàu như thằng mark thì đẻ 10 đứa chả lẽ k có đứa trai nào,qu-an trọng là cảm giác đẻ từ vợ nó ra thui. Mà giàu như thằng mark thì đẻ 10 đứa chả lẽ k co đứa trai nào,"[""phonetic_spelling"", ""surface_obfuscation"", ""diacritic_variation""]",a041e842a9c2f138,,,,
sv_dfa6568eda895030282a93e7,uitnlp/vihsd,train,human,HATE,"Con nay kieu ha ,,,mo cua no an cuc nhieu qua ,,,nen len mang sua qua troi ,,do phan quoc ,,,,,,,,mo lon ,,,,,,,,LINH an lon dap chet me no di ,,,,,,,con cho vua gia vua sau","Con nay kieu ha ,,,mo cua no an cuc nhieu qua ,,,nen len mang sua qua troi ,,do phn quuuuoc ,,,,,,,,mo lon ,,,,,,,,LINH an lon dap chet me no di ,,,,,,,con cho vua gia vua sau","[""expressive_lengthening"", ""typographical_noise""]",ee775c6f93f48b3c,,,,
sv_98c3d632a484e8403f842089,tarudesu/VOZ-HSD,train,weak_ai,HATE,"Tôi thấy những xe như này ở bên chỗ phụ xe đó có đầy đủ gương để nhìn phía dưới, đằng sau mà nhỉ. Mù cc gì, mù mà sao ông già tôi lái xe 40 năm ko đâm chết ai . Có mà ẩu lái bừa. Cái đm nó vừa xem hết, nó biết cán rồi còn cố lao lên chẹt con bé bằng bánh sau","Tôi thấy những xe nhưưưư này ở bên chỗ phụ xe đó có đầy đủ gương để nhìn phía dưới, đằng sau mà nhỉ. Mù cc gì, mù mà sao ông già tôi lái xe 40 năm ko đâm chết ai . Có mà ẩu lái bừa. Cái đm nó vừa xem hết, nó bít cán rồi còn cố lao lên chẹt con bé bằng bábh sau","[""phonetic_spelling"", ""expressive_lengthening"", ""typographical_noise""]",cc174d1a479b343e,,,,
sv_070818c5a84ffedbb052eaaf,tarudesu/VOZ-HSD,train,weak_ai,HATE,May cho nó thoát khỏi 1 thằng mặt loz tâm hồn chó dại như mày,May cho nó thoát khỏiii 1 thằng mặt loz tâm hồn chó dại như mày,"[""expressive_lengthening""]",01bfcb6a3bbd4516,,,,
sv_cc840ccca77dfd1f6362b893,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,Mức gió giật khi đổ bộ vậy cũng tương đối mạnh rồi,M-ức gió giật khi do bộ vậy cũng tương đối mạnh rồi,"[""diacritic_variation"", ""surface_obfuscation""]",0beaf2926bf77746,,,,
sv_9fd4f78c89dfecef93456262,tarudesu/VOZ-HSD,train,weak_ai,HATE,lũ thất đức đường liên xã chả kinh doanh con mẹ gì giá 60 1 mét vuông :v,lũ thất đức đường liên xã chả kinh doanh con mẹ gì giá 60 1 mét vuong :v,"[""diacritic_variation""]",4d1160688db73c45,,,,
sv_707f87bf7db3a6c3839bd290,tarudesu/VOZ-HSD,train,weak_ai,CLEAN,"năm nay tui mua vàng tư nhân bị tụi cửa hàng nó ép giá bán lỗ luôn năm trc mua sjc 57.5 bán 61 lãi , ngày thần tài","năm nay tui mua vàng tư nhânbị tụi cửa hàng nó ép giá bán lỗ lôn năm trc mua sjc 57.5 bán 61 lãi , ngày thần tài","[""typographical_noise"", ""boundary_variation""]",8cc5a180cce68197,,,,
sv_1d9e5c68e42012dd500d6943,uitnlp/vihsd,train,human,HATE,Sảm sì đú,S_ảm sì du,"[""surface_obfuscation"", ""diacritic_variation""]",c15f5982ba1368c9,,,,
